"country";"city";"radioname";"url_logo";"url_stream"
"Indonesia";"Banten";"RRI Pro 1 Banten";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/36/9036/rribantenpro1.mp3"
"Indonesia";"Bengkulu";"RRI Pro 1 Bengkulu";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node2.rri.co.id/streaming/11/9311/rribengkulupro1.mp3"
"Indonesia";"Bengkulu";"RRI Pro 1 Bintuhan";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node2.rri.co.id/streaming/37/9237/rribintuhanpro1.mp3"
"Indonesia";"Bengkulu";"RRI Pro 2 Bengkulu";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node2.rri.co.id/streaming/11/9311/rribengkulupro2.mp3"
"Indonesia";"Bengkulu";"RRI Pro 4 Bengkulu";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node2.rri.co.id/streaming/11/9311/rribengkulupro4.mp3"
"Indonesia";"Bogor";"RRI Pro 1 Bogor";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node2.rri.co.id/streaming/19/9319/rribogorpro1.mp3"
"Indonesia";"Bogor";"RRI Pro 2 Bogor";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node2.rri.co.id/streaming/19/9319/rribogorpro2.mp3"
"Indonesia";"Bukittinggi";"RRI Pro 1 Bukittinggi";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node1.rri.co.id/streaming/16/9216/rribkttinggipro1.mp3"
"Indonesia";"Bukittinggi";"RRI Pro 2 Bukittinggi";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node1.rri.co.id/streaming/16/9216/rribkttinggipro2.mp3"
"Indonesia";"Bukittinggi";"RRI Pro 4 Bukittinggi";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node1.rri.co.id/streaming/16/9216/rribkttinggipro4.mp3"
"Indonesia";"Denpasar";"Hardrock 87.8 FM Denpasar";"https://upload.wikimedia.org/wikipedia/id/thumb/2/29/Logo_Hard_Rock_FM_%282014%29.png/1243px-Logo_Hard_Rock_FM_%282014%29.png";"http://stream.radiojar.com/9k28wsbu5k8uv"
"Indonesia";"Denpasar";"Menara";"https://cdn.webrad.io/images/logos/radioonline-co-id/menara-bali.png";"https://c1.siar.us:10280/menarafmbali"
"Indonesia";"Denpasar";"RRI Pro 1";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/21/9021/rridenpasarpro1.mp3"
"Indonesia";"Denpasar";"RRI Pro 2";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/21/9021/rridenpasarpro2.mp3"
"Indonesia";"Denpasar";"RRI Pro 4";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node0.rri.co.id/streaming/21/9021/rridenpasarpro4.mp3"
"Indonesia";"Denpasar";"Sonora 98.9 Denpasar";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast1.my-control-panel.com/proxy/radios12/stream"
"Indonesia";"Jakarta";"Bahana Radio";"https://upload.wikimedia.org/wikipedia/id/thumb/9/95/LogoBahanaFMJKT.png/250px-LogoBahanaFMJKT.png";"https://s1.cloudmu.id/listen/bahana/radio.mp3"
"Indonesia";"Jakarta";"V Radio 106.6 FM";"https://upload.wikimedia.org/wikipedia/id/thumb/c/c8/V_Radio_%282013%29.png/250px-V_Radio_%282013%29.png";"http://202.147.199.100:8000/;"
"Indonesia";"Jakarta";"Delta Radio";"https://upload.wikimedia.org/wikipedia/id/thumb/1/1f/Logo_Delta_FM_Hits_Terenak_2024.png/250px-Logo_Delta_FM_Hits_Terenak_2024.png";"https://s1.cloudmu.id/listen/female_radio/radio.mp3"
"Indonesia";"Jakarta";"Elsinta";"https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Logoelshinta.png/250px-Logoelshinta.png";"https://stream-ssl.arenastreaming.com:8000/jakarta"
"Indonesia";"Jakarta";"Female Radio";"https://upload.wikimedia.org/wikipedia/id/thumb/8/83/Logo_FeMale_2022.png/250px-Logo_FeMale_2022.png";"https://s1.cloudmu.id/listen/female_radio/radio.mp3"
"Indonesia";"Jakarta";"Gen FM";"https://gen987fm.com/uploads/themes/Nx60xthemes-logo-small-74031486eb23a72.png.pagespeed.ic.Ofc3oaKadJ.png";"https://wz.mari.co.id:1936/web_genfm/genfm/playlist.m3u8"
"Indonesia";"Jakarta";"Global Radio";"https://e.sindonews.net/media/2025/d/radio/assets/images/global.svg";"http://202.147.199.98/;?type=http&nocache=1344"
"Indonesia";"Jakarta";"HardRock FM";"https://upload.wikimedia.org/wikipedia/id/thumb/2/29/Logo_Hard_Rock_FM_%282014%29.png/1243px-Logo_Hard_Rock_FM_%282014%29.png";"https://n08.radiojar.com/7csmg90fuqruv?1708067379=&rj-tok=AAABjbDF5QYApAgVrQXNlHEgVg&rj-ttl=5"
"Indonesia";"Jakarta";"I Radio";"https://iradiofm.com/wp-content/uploads/2022/06/IRADIO-LOGO-ATAS-2022-WEB-1.png";"https://n11.radiojar.com/4ywdgup3bnzuv?1708066840=&rj-tok=AAABjbC9Z3YAgnYsmH0M5ygaZg&rj-ttl=5"
"Indonesia";"Jakarta";"Jak FM";"https://jak101fm.com/wp-content/uploads/2020/07/logo-Jak.png";"https://wz.mari.co.id:1936/web_jakfm/jakfm/playlist.m3u8"
"Indonesia";"Jakarta";"Kiss FM";"https://kis951fm.com/assets/uploads/photos/2018/03/23/x1550112logo-kis.png.pagespeed.ic.my8VBhlY7E.png";"https://wz.mari.co.id:1936/web_kisfm/kisfm/playlist.m3u8"
"Indonesia";"Jakarta";"Most 105.8 FM Jakarta";"https://most1058fm.com/streaming/bg_player.png";"https://wz.mari.co.id:1936/web_mostfm/mostfm/playlist.m3u8"
"Indonesia";"Jakarta";"Motion Radio";"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Logo_Motion_Radio.png/250px-Logo_Motion_Radio.png";"http://cast1.my-control-panel.com/proxy/radioso2/stream"
"Indonesia";"Jakarta";"Mustang FM";"https://mustang88fm.com/assets/uploads/photos/2019/02/01/x1815523mustang-logo-2019.png.pagespeed.ic.WivbfDwEJO.png";"https://wz.mari.co.id:1936/web_mustangfm/mustangfm/playlist.m3u8"
"Indonesia";"Jakarta";"Okezone FM";"https://cdn.okezone.com/underwood/revamp/2023/tv/desktop/img/favicon.png";"http://202.147.199.98/;"
"Indonesia";"Jakarta";"Prambors FM";"https://upload.wikimedia.org/wikipedia/id/thumb/d/d1/Prambors.svg/250px-Prambors.svg.png";"https://28093.live.streamtheworld.com/PRAMBORS_FM.mp3"
"Indonesia";"Jakarta";"RDI Jakarta";"https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/RDI_logo.png/250px-RDI_logo.png";"http://202.147.199.99:8000/;"
"Indonesia";"Jakarta";"RRI PRO 1";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node1.rri.co.id/streaming/25/9025/rrijakartapro1.mp3"
"Indonesia";"Jakarta";"RRI PRO 2";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node1.rri.co.id/streaming/25/9025/rrijakartapro2.mp3"
"Indonesia";"Jakarta";"RRI PRO 4";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node1.rri.co.id/streaming/25/9025/rrijakartapro4.mp3"
"Indonesia";"Jakarta";"Sonora 92.0 Jakarta";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"http://cast1.my-control-panel.com/proxy/radioso1/stream"
"Indonesia";"Jakarta";"Trax FM";"https://traxonsky.com/wp-content/uploads/2022/01/trax-new-logo-2022-03-resize.png";"http://n05.radiojar.com/rrqf78p3bnzuv.mp3?1708066600=&rj-tok=AAABjbC7yysA_pW2z0x478jZoA&rj-ttl=5"
"Indonesia";"Jakarta";"VOI";"https://www.rri.co.id/assets/v2/img/pro6.png";"https://stream-node0.rri.co.id/streaming/25/9125/voi.mp3"
"Indonesia";"Kepulauan Riau";"RRI Pro 1 Batam";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/25/9125/rribatampro1.mp3"
"Indonesia";"Kepulauan Riau";"RRI Pro 2 Batam";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/25/9125/rribatampro2.mp3"
"Indonesia";"Lampung";"Sonora 96.0 FM Lampung";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast1.my-control-panel.com/proxy/radios20/stream"
"Indonesia";"Medan";"RRI Pro 1";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/11/9011/rrimedanpro1.mp3"
"Indonesia";"Medan";"RRI Pro 2";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/11/9011/rrimedanpro2.mp3"
"Indonesia";"Medan";"RRI Pro 4";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node0.rri.co.id/streaming/11/9011/rrimedanpro4.mp3"
"Indonesia";"Medan";"Sonora 90.4 Medan";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast1.my-control-panel.com/proxy/radios10/stream"
"Indonesia";"NTB";"RRI Pro 1 Bima";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/20/9120/rribimapro1.mp3"
"Indonesia";"NTT";"RRI Pro 1 Alor";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/41/9041/rrialorpro1.mp3"
"Indonesia";"NTT";"RRI Pro 1 Atambua";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node1.rri.co.id/streaming/25/9225/rriatambuapro1.mp3"
"Indonesia";"NTT";"RRI Pro 1 Labuan Bajo";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node2.rri.co.id/streaming/37/9337/rrilabuanbajopro1.mp3"
"Indonesia";"NTT";"RRI Pro 2 Atambua";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node1.rri.co.id/streaming/25/9225/rriatambuapro2.mp3"
"Indonesia";"Padang";"RRI Pro 1 Padang";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/11/9111/rripadangpro1.mp3"
"Indonesia";"Padang";"RRI Pro 2 Padang";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/11/9111/rripadangpro2.mp3"
"Indonesia";"Padang";"RRI Pro 4 Padang";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node0.rri.co.id/streaming/11/9111/rripadangpro4.mp3"
"Indonesia";"Palembang";"95.1 Trax FM - Palembang";"https://traxonsky.com/wp-content/uploads/2015/05/favicon.png";"http://n11.radiojar.com/qv4muvhswk8uv?rj-ttl=5&rj-tok=AAABjgoYcK4A7dwQNS-C37dtZQ"
"Indonesia";"Palembang";"RRI PRO 1 Palembang";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/13/9013/rripalembangpro1.mp3"
"Indonesia";"Palembang";"RRI PRO 2 Palembang";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/13/9013/rripalembangpro2.mp3"
"Indonesia";"Palembang";"RRI PRO 4 Palembang";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node0.rri.co.id/streaming/13/9013/rripalembangpro4.mp3"
"Indonesia";"Palembang";"Radio Smart FM 101.8 - Palembang";"https://worldradiomap.com/id/images/smart.gif";"https://streamingv2.shoutcast.com/smart-palembang"
"Indonesia";"Palembang";"Radio Sonora - Palembang 102.6 FM";"https://worldradiomap.com/id/images/sonora.gif";"https://streamingv2.shoutcast.com/sonora-palembang"
"Indonesia";"Pangkalpinang";"Sonora 101.1 FM Pangkalpinang";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast2.my-control-panel.com/proxy/radios18/stream"
"Indonesia";"Pangkalpinang";"Sonora 103.5 FM Palupi";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast1.my-control-panel.com/proxy/radioso8/stream"
"Indonesia";"Pangkalpinang";"Sonora 105.9 FM Prima";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast2.my-control-panel.com/proxy/radioso7/stream"
"Indonesia";"Papua";"RRI Pro 1 Biak";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/17/9117/rribiakpro1.mp3"
"Indonesia";"Papua";"RRI Pro 1 Boven Digoel";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/36/9036/rribouvenpro1.mp3"
"Indonesia";"Papua";"RRI Pro 2 Biak";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/17/9117/rribiakpro2.mp3"
"Indonesia";"Pontianak";"Sonora 96.7 FM Pontianak";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast3.asurahosting.com/proxy/radios29/stream"
"Indonesia";"Purwokerto";"Sonora 99.8 FM Purwokerto";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast3.asurahosting.com/proxy/radios24/stream"
"Indonesia";"Semarang";"C Radio Semarang";"https://minio.nexa.net.id/cradio/1660644198350.png";"https://stream.cradio.co.id/cradio.aac"
"Indonesia";"Semarang";"Radio Gajahmada 102.4 Semarang";"https://gajahmadafm.co.id/wp-content/uploads/2023/05/logo-GAJAHMADA-1536x285.png";"https://server.radioimeldafm.co.id/listen/gajahmadafm/gajahmadafm"
"Indonesia";"Semarang";"Radio Idola 92.6 Semarang";"https://www.radioidola.com/wp-content/uploads/2023/01/L_272-90.png";"https://stream.radioidola.com/listen/idolafm/live"
"Indonesia";"Semarang";"Radio Imelda 104.4 Semarang";"http://radioimeldafm.co.id/wp-content/uploads/2023/09/cropped-IMELDA-e1694394901910.png";"https://server.radioimeldafm.co.id/listen/imelda/imeldafm"
"Indonesia";"Semarang";"Radio Rasika 105.6 Semarang";"https://rasikafm.com/wp-content/uploads/2023/10/LOGO-RASIKA-2023-1.webp";"https://svara-stream.radioddns.net/rasikafm_stereo"
"Indonesia";"Semarang";"Radio Swara 96.9 Semarang";"https://radioswarasemarangfm.co.id/wp-content/uploads/2023/05/Swara-Semarang-FM-Logo-1536x621.png";"https://server.radioimeldafm.co.id/listen/swara_semarang/swarasemarang"
"Indonesia";"Semarang";"Radio Top 97.7 Semarang";"https://undipmaju.co.id/wp-content/uploads/2023/06/logo-pro-alma.jpg";"http://123.255.201.126:8020/proalma"
"Indonesia";"Semarang";"Sonora 98.9 FM Semarang";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast3.asurahosting.com/proxy/radios30/stream"
"Indonesia";"Solo";"Sonora 98.8 FM Solo";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast1.my-control-panel.com/proxy/radioso6/stream"
"Indonesia";"Sulawesi Selatan";"RRI Pro 1 Bone";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node2.rri.co.id/streaming/37/9237/rribonepro1.mp3"
"Indonesia";"Sulawesi Tenggara";"RRI Pro 1 Baubau";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node1.rri.co.id/streaming/37/9137/web-rribaubaupro1.mp3"
"Indonesia";"Surabaya";"Gen 103.1 FM - Surabaya";"https://worldradiomap.com/id/images/gen.gif";"https://wz.mari.co.id:1936/web_genfmsby/gensbyic.stream/playlist.m3u8"
"Indonesia";"Surabaya";"Hardrock 89.7 FM Surabaya";"https://upload.wikimedia.org/wikipedia/id/thumb/2/29/Logo_Hard_Rock_FM_%282014%29.png/1243px-Logo_Hard_Rock_FM_%282014%29.png";"http://stream.radiojar.com/yg8ne2v80k8uv"
"Indonesia";"Surabaya";"Kota 88";"https://upload.wikimedia.org/wikipedia/id/d/d6/KotaFM88_1.png";"https://svara-stream.radioddns.net/surabaya_kotafm_"
"Indonesia";"Surabaya";"Media FM Surabaya";"https://worldradiomap.com/id/images/media901.gif";"http://streaming.radiomediafm.com:8400/;"
"Indonesia";"Surabaya";"Prambors Surabaya";"https://upload.wikimedia.org/wikipedia/id/thumb/d/d1/Prambors.svg/250px-Prambors.svg.png";"https://playerservices.streamtheworld.com/api/livestream-redirect/PRAMBORS_FMAAC.aac"
"Indonesia";"Surabaya";"RRI Pro 1";"https://www.rri.co.id/assets/v2/img/pro1.png";"https://stream-node0.rri.co.id/streaming/18/9018/rrisurabayapro1.mp3"
"Indonesia";"Surabaya";"RRI Pro 2";"https://www.rri.co.id/assets/v2/img/pro2.png";"https://stream-node0.rri.co.id/streaming/18/9018/rrisurabayapro2.mp3"
"Indonesia";"Surabaya";"RRI Pro 4";"https://www.rri.co.id/assets/v2/img/pro4.png";"https://stream-node0.rri.co.id/streaming/18/9018/rrisurabayapro4.mp3"
"Indonesia";"Surabaya";"Radio Smart FM 88.9";"https://worldradiomap.com//id/images/smart.gif";"https://streaming.brol.tech/jamendolounge"
"Indonesia";"Surabaya";"Sonora 98.0 Surabaya";"https://upload.wikimedia.org/wikipedia/id/thumb/0/05/Logo-Sonora.png/250px-Logo-Sonora.png";"https://cast3.asurahosting.com/proxy/radios25/stream"
